legal_entity_customer_number,banding,credit_risk_rating_description,exist_days,prod_mix_m1,prod_mix_m2,prod_mix_m3,prod_mix_m4,prod_mix_m5,prod_mix_m6,prod_mix_m7,prod_mix_m8,prod_mix_m9,sites_visited_m1,sites_visited_m2,sites_visited_m3,sites_visited_m4,sites_visited_m5,sites_visited_m6,sites_visited_m7,sites_visited_m8,sites_visited_m9,volume_m1,volume_m2,volume_m3,volume_m4,volume_m5,volume_m6,volume_m7,volume_m8,volume_m9,churn_label
3358,C,C - High Risk,5259,9,10,7,6,10,9,10,10,9,13,13,13,10,13,17,19,14,18,1817.27,1540.16,1632.54,1205.57,1525.51,1810.03,2175.14,1546.99,1925.43,0
3359,C,C - High Risk,1945,2,3,3,3,3,3,3,3,4,3,3,2,3,2,3,2,3,3,3247.78,3090.41,2774.01,2137.11,2795.12,3013.3,2979.04,2752.14,3221,0
3360,A,B - Medium,3303,11,11,13,10,11,12,13,12,12,36,36,25,14,20,25,25,22,21,12433.65,9330.48,7216.05,3505.08,3460.73,4473.91,5387.78,3946.48,4308.06,0
3361,B,C - High Risk,6038,13,11,11,10,10,14,10,14,12,18,17,14,12,21,24,21,24,21,5179.68,5876.93,6454.14,3517.28,5909.45,7172.05,7318.19,6634.72,7442.89,0
3362,C,C - High Risk,1699,3,3,3,3,3,4,4,3,4,19,17,11,3,3,5,3,3,7,2519.69,1942.82,2303.3,1346.19,1042.27,1450.25,1207.57,1124.72,1705.97,0
3363,D,D - No Unsecured credit,6155,5,3,2,1,2,1,2,2,3,7,5,3,3,3,5,3,4,5,839.52,380.01,201.49,730.45,337.19,922.06,236.93,875.04,270.93,0
3364,B,C - High Risk,6597,8,7,7,3,5,5,5,5,4,34,34,37,26,32,45,44,39,39,11746.13,15068.05,23360.93,18368.9,19425.27,16927.29,23689.01,16765.48,18660.57,0
3365,D,C - High Risk,2080,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,9.03,11.33,8.19,8.32,11.16,13.37,4.99,11.97,6.68,0
3366,B,C - High Risk,6070,12,9,9,6,5,5,3,7,9,31,10,9,3,3,4,2,38,61,8890.38,1519.3,973.7,102.66,35.22,90.59,121.57,3789.27,8409.6,0
3367,C,C - High Risk,1266,5,4,5,5,9,5,5,5,5,1,1,1,1,1,1,1,1,1,97.98,97.99,94.76,16.48,51.76,23.24,49.91,61.28,73.86,0
3368,D,D - No Unsecured credit,6292,8,7,6,2,6,6,5,7,6,7,4,4,1,2,4,3,5,3,320.22,202.34,199.53,29.59,90.87,169.77,114.85,189.29,141.42,0
3369,B,C - High Risk,6363,12,14,11,12,11,12,10,8,10,40,32,28,28,33,34,21,14,17,6359.14,4990.63,4924.51,4315.85,5774.69,5108.32,2762.85,2053.82,2083.12,0
3370,D,B - Medium,5890,7,6,7,5,6,6,7,8,8,6,7,12,8,9,13,14,11,12,632.57,818.11,1157.41,736.87,761.76,1144.08,1159.39,1029.31,1129.09,0
3371,D,B - Medium,4189,4,5,5,5,5,5,6,6,5,1,1,1,1,1,1,1,1,1,234.02,212.03,319.78,279.61,392.45,451.8,436.71,472.56,472.27,0
3372,D,B - Medium,7045,2,2,3,0,3,2,3,1,6,3,2,3,0,5,3,3,3,5,275.3,287.11,187.77,0,210.2,286.1,199.78,128.44,446.53,0
3373,B,B - Medium,6224,9,9,7,4,6,9,7,9,9,57,59,36,13,26,34,30,22,32,4174.82,3860.88,1947,457.31,1252.07,2007.63,1916.03,903.23,1363.72,0
3374,A,A - Low Risk,2367,7,7,7,5,5,7,9,8,9,17,17,9,2,10,19,20,12,20,59489.85,51515.39,12970.44,139.42,6763.68,43087.11,61699.67,21590.66,63588.63,0
3375,C,C - High Risk,5967,5,6,6,5,6,5,5,4,5,24,25,20,21,21,24,24,21,24,3800.68,3411.9,2851.63,3945.95,3621.06,4267.6,4822.02,3136.49,3995.16,0
3376,A,B - Medium,5190,18,18,15,13,16,17,16,16,19,97,112,103,77,86,88,97,84,92,273858.87,315033.28,311446.65,123367.37,227636.06,266428,281586.59,254673.56,300837.01,0
3377,C,A - Low Risk,6782,4,4,2,2,2,2,2,2,2,4,4,3,2,2,3,3,3,2,965.19,204.85,300.48,63.07,33.15,545.68,540.09,416.14,47.77,0
3378,B,C - High Risk,3857,6,7,7,6,8,7,6,6,7,41,52,45,38,40,40,29,39,30,25868.27,26077.48,31220,24180.5,21957.95,19723.21,23897.92,22914.81,19725.65,0
3379,D,C - High Risk,5992,8,9,6,3,2,3,8,4,6,15,16,10,5,3,5,9,8,14,923.7,1161.17,797.89,389.66,172.11,640.81,582.58,629.03,1015.84,0
3380,B,A - Low Risk,6705,11,11,9,7,9,12,12,9,12,52,55,46,24,30,44,53,44,49,5242.84,5397.15,3918.41,2156.79,3078.52,4518.93,5578.54,3354.95,5405.37,0
3381,A,A - Low Risk,3191,10,10,10,10,10,9,11,10,9,113,119,116,113,102,95,95,96,86,622339.76,586759.51,629521.8,614448.64,579723.71,587965.42,592764.09,509290.56,521109.69,0
3382,D,A - Low Risk,5856,5,5,5,2,4,4,4,6,5,2,6,4,2,4,3,3,4,3,479.05,586.55,606.54,227.08,381.7,395.91,322.89,553.77,378.57,0
3383,D,C - High Risk,3941,3,4,4,3,4,6,5,4,5,1,1,1,1,1,1,1,1,1,132.2,122.65,158.57,122.29,166.84,169.18,176.17,139.94,159.18,0
3384,A,B - Medium,6319,13,13,13,13,12,12,12,12,13,29,32,33,26,27,26,30,28,28,15832.82,19731.57,18107.36,17375.52,17220.46,16466.6,16833.85,15575.14,18402.28,0
3385,D,C - High Risk,1542,8,6,6,5,4,6,6,5,6,4,3,3,2,3,3,4,4,3,365.68,270.74,205.53,175.07,244.13,291.71,327.86,316.94,263.32,0
3386,B,B - Medium,2128,15,14,14,11,13,13,10,14,16,38,37,34,30,28,33,29,30,35,33040.6,37385.72,33519.41,24840.53,27780.86,17661.17,24965.13,36183.05,33276.39,0
3387,A,B - Medium,2200,5,6,7,3,5,5,5,4,7,17,19,28,11,20,15,17,18,28,34690.6,72072.85,36826.94,20514.7,34917.91,36279.18,32956.4,40117.38,42498.6,0
3388,B,A - Low Risk,6164,12,11,9,9,10,10,11,11,10,39,38,23,18,32,32,34,35,32,5288.02,5151.42,3098.58,1845.7,3472.67,4538.28,4530.43,4073.09,4605.9,0
3389,A,A - Low Risk,5772,13,17,13,10,12,13,15,13,15,140,146,147,116,142,120,146,124,142,265402.16,254264.46,228040.18,157253.81,201676.71,198262.93,227807.55,191688.64,222477.53,0
3390,A,A - Low Risk,5918,13,14,14,13,13,13,15,12,13,6,7,6,5,5,6,8,6,8,221665.93,252686.43,233720.02,93033.43,192075.12,213915.45,213490,198805.34,219840.43,0
3391,A,A - Low Risk,5198,21,19,20,19,21,20,21,19,20,171,185,180,145,159,153,154,164,162,687080.57,699595.95,704909.2,559109.34,546561.13,560262.9,611233.94,575465.7,620399.27,0
3392,B,C - High Risk,6004,7,8,8,5,6,6,8,7,5,7,12,11,4,3,6,6,5,4,422.86,954.86,691.96,64.4,70.98,329.64,428.6,114.48,130.2,0
3393,B,A - Low Risk,1698,4,3,0,1,0,3,1,1,1,1,1,0,1,0,1,1,1,1,29.92,13.32,0,8.29,0,16.35,4.54,4.46,4.37,0
3394,A,B - Medium,6677,15,14,12,10,11,12,12,12,13,19,19,15,10,15,16,20,16,17,2864.35,2882.21,1560.63,663.68,1492.84,1747.93,2634.18,1911.42,2182.29,0
3395,B,B - Medium,5138,6,7,6,6,7,7,7,7,7,49,52,39,31,34,41,31,46,45,7522.83,8465.58,7961.15,6998.4,7668.71,7767.75,8477.86,8166.67,8780.83,0
3396,D,A - Low Risk,6664,5,1,5,5,3,3,3,7,6,2,1,4,2,2,1,1,3,3,104.5,32.75,163.26,62.48,76.1,106.11,97.76,134.11,150.32,0
3397,B,B - Medium,6049,9,11,12,11,10,11,13,13,14,54,62,54,43,56,90,118,126,125,21639.72,25481.69,18938.96,11968.69,14017.75,22062.16,35860.51,33802.98,39919.54,0
3398,B,A - Low Risk,6017,13,13,13,12,12,14,13,13,13,3,3,3,3,2,2,3,3,2,452.22,300.3,371.28,336.5,214.6,319.98,380.61,335.65,287.23,0
3399,A,B - Medium,6373,9,7,8,8,9,8,7,10,9,29,24,26,27,24,21,20,20,21,43031.83,33360.64,28274.28,28140.13,27299.49,24576.31,25194.08,26173.36,22077.63,0
3400,A,B - Medium,5525,15,14,14,15,17,17,17,19,16,142,138,131,112,128,137,131,122,143,607454.19,563605.69,378473.68,258636.36,299870.81,308366.96,319108.65,285359.49,301259.46,0
3401,B,B - Medium,5199,11,11,9,8,10,9,9,11,15,8,9,7,5,6,9,10,11,11,3076.18,3762.93,3770.8,3515.76,3638.2,4649.96,3793.26,4309.13,4157.24,0
3402,C,C - High Risk,6428,5,6,7,7,7,5,6,6,7,2,3,2,2,2,2,2,2,2,203.2,332.74,309.26,121.07,183.91,207.56,225.91,138.48,159.37,0
3403,C,B - Medium,5843,12,11,11,10,10,12,9,8,9,1,1,1,1,1,1,1,1,1,22.34,19.38,16.53,10.86,20.13,24.73,21.63,16.94,22.97,0
3404,D,C - High Risk,6415,3,3,3,3,3,3,3,3,4,8,6,6,7,6,7,7,9,9,845.35,945.81,900.09,830.6,815.38,839.23,993.44,1063.44,865.69,0
3405,A,B - Medium,5537,6,4,4,5,2,3,3,4,3,6,7,5,5,4,2,5,7,7,977.41,1001.15,1108.08,1262.2,524.75,357.54,548.73,866.29,930.49,0
3406,C,C - High Risk,3298,17,21,18,18,18,18,15,13,16,20,25,25,22,21,26,25,19,25,3924.88,3190.06,5315.2,4871.95,4289.01,3739.9,4440.41,2969.79,4239.07,0
3407,B,C - High Risk,2411,7,9,8,8,7,11,10,9,11,3,3,3,2,2,2,2,3,3,3374.89,2698.28,2938.69,2196.56,2775.3,2739.49,2480.06,1930.74,2941.71,0
3408,D,C - High Risk,1075,5,6,5,2,3,4,4,4,4,10,6,6,3,4,2,7,4,5,2169.49,2168.56,924.4,312.85,892.96,1876.27,1891.97,1802.62,1914.78,0
3409,D,C - High Risk,5370,6,5,4,2,4,4,4,3,6,4,3,2,2,2,2,3,3,3,1128.77,966.66,557.45,193.9,337.75,783.37,954.3,865.54,1149.46,0
3410,B,A - Low Risk,6976,14,13,12,11,10,12,13,11,13,118,126,88,46,80,102,123,110,112,14609.77,15708.18,9473.64,3430.28,8120.83,10712.04,14484.69,12728.04,13747.62,0
3411,D,C - High Risk,4000,5,3,3,2,3,3,3,4,4,4,3,3,2,4,3,3,3,3,246.26,130.83,104,112.27,168.47,170.41,234.19,190.46,158.49,0
3412,A,B - Medium,5652,5,4,5,6,6,6,4,4,4,2,2,2,2,2,1,2,2,1,128.6,196.12,182.53,171.38,199.65,171.28,213.92,192.89,201.47,0
3413,A,A - Low Risk,3696,10,13,10,10,11,10,11,10,10,16,16,14,14,14,12,11,10,11,52601.91,49593.42,54051.84,49086.67,51126.1,51219.52,55288.26,47764.59,47576.91,0
3414,A,A - Low Risk,1212,7,8,8,8,7,8,7,8,8,5,6,5,5,6,6,6,6,6,13470.88,17504.35,31071.59,23445,24174.5,21452.48,25263.08,21067.61,25021.36,0
3415,B,B - Medium,4349,7,6,9,7,5,7,6,5,7,2,2,2,2,1,2,2,2,2,352.13,747.05,1092.42,1036,794.09,825.28,1204.32,1022.21,1231.73,0
3416,B,B - Medium,5988,11,11,9,7,10,9,10,10,11,207,193,142,17,91,141,178,182,198,19800.18,19702.79,10196.16,1326.19,6666.2,11032.87,14985.23,15462.66,19129.81,0
3417,C,C - High Risk,5833,13,10,10,9,8,8,8,8,9,30,26,19,19,18,22,24,20,23,1965.2,1572.28,1196.03,992.17,1163.29,1716.65,1878.18,1170.04,1616.98,0
3418,C,A - Low Risk,5161,8,6,6,7,8,7,7,7,7,19,26,15,6,16,17,21,21,20,1352.56,1539.45,937.03,284.58,976.3,1171.5,1361.36,1272.35,1190.68,0
3419,B,C - High Risk,3118,10,11,11,9,11,11,11,11,11,20,23,21,16,22,21,23,24,23,2180.14,2421.68,2137.48,1721.24,2734.45,2991.81,3162.21,2693.88,2863.58,0
3420,B,A - Low Risk,6669,7,7,9,8,8,6,7,5,7,21,17,17,19,17,20,21,17,20,27112.21,25095.72,26826.67,15812.8,18741.39,20468.77,11902.44,7997.41,6758.14,0
3421,D,C - High Risk,6672,9,6,11,11,10,9,8,10,9,4,6,4,4,4,4,4,7,4,570.12,567.61,890.46,1143.54,577.39,443.26,535.31,580.16,515.89,0
3422,D,C - High Risk,5783,6,4,3,6,3,4,4,6,4,13,10,6,7,6,7,6,13,9,903.45,996.94,469.91,557.39,826.14,653.81,512.25,1112.66,575.05,0
3423,C,A - Low Risk,6807,10,7,10,4,8,7,8,9,9,32,26,21,9,14,16,25,22,30,2219.22,1762.77,1301.89,521.65,682.62,976.95,1736.75,1282.52,2111.29,0
3424,C,C - High Risk,2304,12,16,11,14,13,12,11,9,13,11,10,7,8,8,8,7,6,10,1082.17,819.47,691.15,672.9,582.25,734.88,537.54,349.59,585.78,0
3425,D,B - Medium,3752,4,3,5,4,5,5,5,5,5,9,8,6,4,4,5,7,11,8,1430.81,1071.89,996.32,726.63,794.78,1507.94,1133.96,1546.32,1154.22,0
3426,A,B - Medium,3257,15,15,13,11,12,12,11,16,12,60,58,62,29,40,45,39,33,33,59221.81,82955.89,80951.24,63258.82,38449.81,37087.67,17924.12,19884.12,8908.76,0
3427,B,A - Low Risk,5272,3,4,3,3,2,4,3,3,4,3,3,3,4,3,5,3,4,5,6561.52,5367.17,5261.87,3289.88,4028.41,5673.74,5779.03,5162.64,5986.19,0
3428,D,C - High Risk,3886,5,4,5,3,2,4,4,4,4,2,1,1,1,1,2,2,1,1,197.39,119.51,89.28,73.53,32.36,138.8,163.24,99.7,128.98,0
3429,C,C - High Risk,5705,11,10,8,10,10,12,10,8,11,4,4,4,3,4,4,4,5,4,1042.67,1089.53,1174.84,928.23,965.63,1279.03,1364.91,1077.13,1150.26,0
3430,A,B - Medium,6991,22,23,18,16,17,21,26,25,20,104,100,82,64,79,90,95,99,93,37324.66,36232.19,24155.81,13980.71,21933.97,28697.41,32011.76,30451.74,30767.64,0
3431,A,B - Medium,1309,8,6,5,3,6,4,6,7,8,21,16,14,6,8,8,13,10,13,3558.84,3321.63,2132.42,604.9,1043.48,1462.92,2162.29,1888.25,2524.12,0
3432,D,C - High Risk,5685,6,6,5,6,7,7,6,8,8,5,6,4,5,3,5,4,6,5,372.78,575.28,190.42,350.52,85.66,295.53,184.9,193.14,368.07,0
3433,D,C - High Risk,6320,4,3,4,3,5,5,3,6,4,7,11,6,9,7,5,5,9,7,846.4,869.03,698.91,682.21,417.58,523.78,458.87,622.81,551.56,0
3434,B,C - High Risk,5111,14,15,14,14,6,8,6,7,8,53,60,47,26,33,47,56,60,35,7716.35,7599.62,5026.15,1593.06,3530.8,5043.24,6000.11,5199.15,3685.43,0
3435,A,C - High Risk,3593,9,8,6,4,6,7,8,6,8,30,30,24,8,12,18,19,20,23,6261.6,6217.09,4212.03,1010.43,1967.5,2568.68,4443.6,3756.62,4551.76,0
3436,B,C - High Risk,6570,13,12,13,9,11,11,12,12,10,25,29,26,14,21,32,26,32,34,3700.17,4545.99,3522.48,1649.09,2498.55,4271.39,3649.26,3910.97,4903.25,0
3437,B,C - High Risk,4761,8,8,9,9,7,8,8,11,9,29,29,28,23,31,31,34,33,34,22276.97,19377.9,22454.72,15334.45,17380.58,21429.3,19723.12,21352.03,18696.49,0
3438,B,B - Medium,6510,8,9,8,5,9,9,6,7,7,4,5,5,3,3,4,2,3,2,1663.6,1754.54,2161.69,305.2,976.84,1122.71,958.38,686.96,933.65,0
3439,B,B - Medium,5553,9,8,7,6,7,8,7,8,7,46,45,51,34,37,46,47,53,51,9891.43,9656.21,8257.79,5653.7,6507.76,8867.11,9715.18,9078.39,9418.37,0
3440,D,B - Medium,6111,10,9,7,10,10,13,11,10,11,9,9,9,9,9,11,10,13,10,1847.31,1737.51,1818.66,1649.86,1600.83,2057.87,2167.34,1670.15,2156.54,0
3441,A,B - Medium,2194,7,8,8,6,7,9,8,7,9,2,2,2,1,2,2,2,2,2,2434.87,2953.35,2951.26,2500.27,2244.4,3122.84,2659,2802.59,2561.67,0
3442,D,B - Medium,6285,7,4,2,10,9,9,9,7,7,7,2,2,5,7,8,6,8,6,284.71,135.72,129.88,272.65,393.64,733.76,565.15,715.85,417.44,0
3443,B,B - Medium,5751,10,8,8,9,11,10,10,9,12,50,58,50,53,51,55,55,53,54,29306.75,66084.16,24765.01,22255.74,23696.89,25083.03,29002.11,23829.11,30364.61,0
3444,A,A - Low Risk,3089,11,11,10,10,11,9,12,12,9,74,79,69,68,65,65,70,67,60,419582.89,406099.49,466561.22,443847.93,407809.38,425119.41,428688.07,379099.84,376396.36,0
3445,B,B - Medium,6215,10,8,8,5,10,6,6,7,6,3,2,1,1,1,1,1,1,1,945.75,396,123.11,13.73,140.21,161.87,136.24,175.27,224.03,0
3446,B,B - Medium,5240,8,8,9,5,7,7,7,8,8,5,4,5,3,4,4,6,5,5,1721.98,1685.46,1679.39,1050.12,1383.62,1505.11,1858.38,1499.84,1546.12,0
3447,B,C - High Risk,3042,9,7,3,6,6,5,5,3,4,10,9,5,3,4,2,3,2,4,690.27,599.83,359.11,261.59,274.97,201.41,220.3,117.06,165.68,0
3448,D,C - High Risk,1754,12,9,11,10,10,10,9,10,10,24,23,21,17,22,26,25,23,23,2631.48,2426.62,1735.81,1370.61,2002.3,2595.28,2566.76,2680.98,2417.53,0
3449,C,B - Medium,3853,9,8,10,7,8,5,5,5,8,16,19,14,9,9,12,10,5,7,1347.08,1602.21,1101.78,501.46,759.37,846.93,754.94,348.69,380.85,0
3450,A,B - Medium,5749,20,19,15,16,16,16,17,19,18,74,73,56,44,54,58,68,67,69,18445.04,18932.06,12559.76,7598.18,12181.59,15034.59,17403.42,16339.95,18610.06,0
3451,C,B - Medium,5551,11,10,8,7,8,6,9,7,6,30,34,28,14,25,27,29,25,24,5143.23,4746.32,7938.44,1934.56,6279.08,6889.74,6860.65,6692.28,7082.22,0
3452,D,C - High Risk,6664,4,3,4,4,4,6,4,4,6,1,1,1,2,1,1,2,1,1,155.39,157.05,118.22,148.17,150.08,157.82,220.03,172.31,200.44,0
3453,A,C - High Risk,6980,16,16,15,10,14,14,15,12,15,63,55,42,25,38,53,78,63,66,5040.61,3947.36,3492.88,2160.88,3374.35,5153.12,5944.64,4797.64,5614.94,0
3454,B,B - Medium,6658,12,12,11,8,8,8,9,11,14,26,29,18,18,19,27,26,35,31,5371.66,5101.93,3139.26,1504.03,2658.86,3734.65,4266.38,4058.4,4396.74,0
3455,C,B - Medium,6483,14,13,13,11,12,14,15,13,15,35,27,19,13,21,25,29,28,25,3363.92,2942.8,2144.98,1287.69,1838.56,2705.9,2953.84,2901.6,2716.27,0
3456,B,C - High Risk,6001,12,10,8,8,9,11,9,10,10,35,31,22,12,20,33,37,47,37,5168.36,4744.4,3245.51,1418.53,2460.77,3602.83,4437.77,4610.27,5032.27,0
3457,D,C - High Risk,6002,3,3,4,5,5,5,5,4,2,1,1,2,1,1,2,1,1,1,37.8,65.44,72.99,33.35,35.01,89.2,47.31,19.05,8.49,0
3458,A,A - Low Risk,4725,15,15,14,13,15,15,15,15,14,188,191,183,167,182,189,196,194,196,60823.3,61902,46681.64,27843.04,37165.48,47595.02,54667.88,45682.87,51091.88,0
3459,C,C - High Risk,3203,2,2,3,3,3,3,3,4,3,1,1,1,1,1,2,1,1,1,1074.95,396.9,489.72,818.39,772.35,1230.7,1710.06,2261.2,1708.2,0
3460,D,C - High Risk,3116,4,5,5,4,5,3,4,3,6,3,3,3,1,3,3,2,2,2,183.36,512.84,236.52,68.25,177.75,254.38,243.43,259.9,246.76,0
3461,C,C - High Risk,1055,8,10,7,8,6,6,8,7,8,3,4,3,3,3,3,4,2,3,142.26,161.55,685.54,536.45,1145.14,770.37,1048.17,834.33,611.93,1
3462,C,F - Other,1054,2,3,0,1,0,4,3,1,5,1,1,0,1,0,1,1,1,1,20.39,21.33,0,12.19,0,32.61,58.62,42.16,46.8,0
3463,D,B - Medium,1052,4,3,4,2,2,2,3,4,4,3,4,3,2,3,3,4,3,3,531.69,816.76,386.08,280.59,323.91,563.09,637.54,406.21,424.45,0
3464,D,C - High Risk,1044,4,7,5,3,5,7,7,6,7,6,12,7,5,10,11,12,9,9,511.09,863.57,678.86,541.34,953.2,878.18,860.66,869.04,848.45,0
3465,B,B - Medium,1056,14,17,17,15,14,14,17,15,15,3,3,2,2,2,2,3,2,3,1670.49,2076.59,1833.17,2286.29,2104.7,2152.77,2287.38,1747.36,2253.36,0
3466,B,C - High Risk,1045,3,4,4,3,5,5,4,3,5,2,2,5,6,4,4,3,2,4,2455.15,2417.57,2197.44,1858.36,1377.05,2974.02,1951.61,2285.96,1324.54,0
3467,C,C - High Risk,1054,5,5,7,6,5,5,5,5,5,8,9,11,7,9,7,7,5,7,3978.42,1897.9,2730.63,2852.61,2467.67,2735.1,1191.92,1101.06,3435.04,0
3468,C,F - Other,1048,1,1,1,0,1,1,0,1,2,1,1,1,0,1,1,0,1,1,7.49,11.08,6.82,0,1.28,3.75,0,5.96,3.8,0
3469,B,B - Medium,1047,4,4,3,2,2,3,1,2,1,3,3,2,2,2,7,2,2,3,1399.56,299.87,144.82,76.27,130.48,464.94,211.07,233.28,204.53,0
3470,C,C - High Risk,1051,4,5,5,4,4,6,6,6,5,12,7,9,6,8,7,7,6,10,923.35,689.59,778.03,554.71,764.21,677.65,768.58,497.85,876.26,0
3471,A,B - Medium,1040,9,8,10,7,10,9,8,9,8,9,7,8,7,8,8,8,7,9,21846.07,25050.34,25182.9,21823.35,23888.46,24849.79,26893.06,22962.98,27415.44,0
3472,C,F - Other,1043,3,3,1,2,1,1,1,1,2,2,1,1,2,1,2,1,2,1,77.71,74.85,43.74,61.28,34.94,73.45,46.82,102.97,41.85,0
3473,D,B - Medium,1046,7,5,5,5,4,8,5,4,6,11,13,14,10,8,17,10,8,10,1038.25,1879.92,2756.47,192.25,105.56,1453.25,334.43,113.67,527.33,0
3474,C,F - Other,1039,0,2,1,1,1,1,1,1,2,0,2,1,1,1,1,1,1,1,0,123.91,45.07,52.05,36.26,83.45,85.25,105.56,53.88,0
3475,C,C - High Risk,1038,6,5,6,6,4,5,4,5,8,7,9,9,11,7,7,9,8,17,1382.9,4043.03,5004.08,1105.6,4065.99,4956.91,2435.7,232.52,1420.11,0
3476,B,C - High Risk,1042,8,6,5,5,7,8,9,7,8,12,9,8,7,7,8,6,6,10,3564.88,1492.83,2789.93,2841.36,3346.06,3582.27,2100.85,1907.56,2212.5,0
3477,C,F - Other,1031,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,15.08,16.34,7.18,8.59,0,44.24,40.84,19.79,31.55,0
3478,C,F - Other,1030,3,3,3,1,2,3,2,2,1,2,2,1,1,3,2,2,2,1,115.07,90.75,85.45,13.84,152.46,181.43,109.81,183.41,87.94,0
3479,C,F - Other,1035,4,3,4,3,3,3,3,2,6,1,2,2,1,1,1,1,2,2,35.06,57.9,58.22,41.59,29.76,22.27,27.1,86.55,73.59,0
3480,D,C - High Risk,1035,9,8,10,6,7,7,10,9,9,20,30,26,14,14,19,20,20,19,1274.4,1695.65,1255.13,406.22,974.87,284.17,409.05,1063.73,456.15,0
3481,C,C - High Risk,1023,4,3,5,3,5,2,4,2,4,1,1,1,1,1,1,1,1,1,174.66,155.29,157.21,107.75,159.58,196.81,210.94,162.91,215.88,0
3482,C,C - High Risk,1029,2,1,2,1,1,1,4,3,2,1,1,1,1,1,1,1,1,1,258.27,387.01,401.3,409.22,431.87,470.76,390.62,402.14,414.61,0
3483,A,B - Medium,1027,4,5,4,3,4,4,5,4,4,9,6,5,2,10,8,10,5,3,485.81,326.53,172.44,95.93,440.97,351.12,406.17,192,137.29,0
3484,D,C - High Risk,1032,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17.64,6.29,6.54,6.54,11.52,22.38,11.84,15.59,15.76,0
3485,C,F - Other,1032,4,4,3,1,1,3,1,4,4,1,2,1,1,1,1,2,1,1,89.82,120.87,56.23,27.78,30.1,57.88,89.37,58.18,68.08,0
3486,C,F - Other,1031,2,2,0,2,3,1,3,2,1,2,2,0,2,3,1,2,3,1,48.18,73.03,0,44.11,130.94,22.56,66.26,81.35,24.54,0
3487,C,F - Other,1037,2,4,2,1,3,5,2,3,4,1,1,1,1,1,1,1,1,1,2.26,1.89,1.49,1.16,1.8,2.95,0.87,3.28,1.82,0
3488,B,C - High Risk,1019,10,9,9,11,9,13,12,12,11,12,9,12,14,14,15,20,19,21,4868.15,4535.68,4986.15,5332.61,5030.67,5438.74,6455.81,5735.23,6475.69,0
3489,D,C - High Risk,1024,8,8,7,6,7,6,6,4,5,24,16,13,17,17,14,14,13,16,2209.9,1999.76,1332.45,1432.65,1692.28,1483.52,1117.4,1291.52,1756.96,0
3490,B,C - High Risk,1034,9,8,8,6,8,7,8,7,9,15,17,24,20,38,20,21,19,30,372.99,1029.18,794.69,866.12,2886.8,978.47,1186.33,871.77,1860.56,0
3491,D,C - High Risk,1017,7,6,6,0,5,7,8,5,7,14,13,5,0,5,12,15,5,13,4033,3310.05,1285.22,0,263.89,1986.91,3634.26,478.02,4740.07,0
3492,D,B - Medium,1028,6,3,4,1,4,3,2,3,3,1,1,1,1,1,1,1,1,1,30.17,24.7,9.07,17.6,13.32,32.21,16.77,10.77,25.89,0
3493,C,F - Other,1015,1,1,1,1,0,1,1,1,0,3,1,1,1,0,1,1,2,0,103.34,29.66,45.14,24.67,0,28.68,29.27,60.03,0,0
3494,D,C - High Risk,1018,6,5,6,7,8,7,7,9,7,4,4,5,4,5,8,6,6,5,603.52,793.45,495.26,487.41,952.02,2081.4,674.65,754.68,513.75,0
3495,D,C - High Risk,1026,2,5,2,3,4,5,4,5,5,8,9,8,8,13,15,14,17,15,1102.01,868.97,1603.86,1232.91,1608,1803.03,2026.58,1705.35,1885.69,0
3496,D,C - High Risk,1027,2,2,2,4,3,2,2,2,2,4,4,6,6,8,10,10,6,6,800.82,854.92,872.02,880.69,1662.76,1884.1,1679.43,1833.38,1422.32,0
3497,D,C - High Risk,1020,2,2,2,2,1,1,2,2,1,1,2,1,1,1,1,1,1,1,252.21,197.31,203.87,199.52,204.41,201.12,155.78,203.84,152.58,0
3498,C,B - Medium,1019,3,2,2,2,2,3,2,3,4,4,6,4,4,6,5,5,9,10,8950.71,8465.68,9493.01,7486.37,10275,9843.75,7840.83,10692.32,11331.85,0
3499,B,B - Medium,1019,7,8,8,7,8,9,7,8,8,13,18,17,14,17,17,16,17,18,2521.04,3953.42,4046.99,3380.4,3558.45,3966.23,4212.64,3408.96,4173.17,0
3500,C,B - Medium,1027,5,4,4,4,4,6,6,4,5,2,2,1,2,2,2,2,2,2,561.78,531.95,447.22,400.57,630.17,893.3,955.17,834.02,87.64,0
3501,A,A - Low Risk,1016,10,11,11,9,10,10,11,9,9,70,64,65,45,60,71,86,56,63,90624.58,90199.8,79203.17,36542.22,57751.5,85022.34,92605.82,56406.21,78937.78,0
3502,B,B - Medium,1027,7,7,5,10,8,7,8,9,11,9,13,8,9,12,9,11,11,13,12119.36,11114.89,15289.57,11343.81,12368.86,15874.58,12742.21,11112.81,848.77,0
3503,C,F - Other,1019,3,5,1,0,1,1,1,4,3,2,2,2,0,1,1,2,2,3,89.62,87.66,47.54,0,38.15,56.81,57.04,51.45,102.68,0
3504,D,B - Medium,1026,5,5,6,5,6,6,6,5,6,5,3,3,4,4,3,3,3,3,429.8,92.96,449.96,319.57,627.54,289.53,329.5,224.14,296.24,0
